subject,sequence,num_frames
20200820-subject-03,20200820_135841,74
20200820-subject-03,20200820_143614,72
20200820-subject-03,20200820_141302,74
20200820-subject-03,20200820_142053,74
20200820-subject-03,20200820_141048,74
20200820-subject-03,20200820_141935,74
20200820-subject-03,20200820_135545,72
20200820-subject-03,20200820_143729,72
20200820-subject-03,20200820_144311,74
20200820-subject-03,20200820_140856,72
20200820-subject-03,20200820_143304,72
20200820-subject-03,20200820_140823,74
20200820-subject-03,20200820_142454,74
20200820-subject-03,20200820_140425,72
20200820-subject-03,20200820_144900,72
20200820-subject-03,20200820_141628,70
20200820-subject-03,20200820_143802,72
20200820-subject-03,20200820_140158,72
20200820-subject-03,20200820_142649,72
20200903-subject-04,20200903_113048,72
20200903-subject-04,20200903_113855,72
20200903-subject-04,20200903_104251,74
20200903-subject-04,20200903_112828,72
20200903-subject-04,20200903_112037,72
20200903-subject-04,20200903_103627,72
20200903-subject-04,20200903_103710,72
20200903-subject-04,20200903_113448,72
20200903-subject-04,20200903_112655,72
20200903-subject-04,20200903_105718,72
20200903-subject-04,20200903_104350,74
20200903-subject-04,20200903_105238,72
20200903-subject-04,20200903_110009,72
20200903-subject-04,20200903_105128,72
20200903-subject-04,20200903_104549,70
20200903-subject-04,20200903_113134,74
20200903-subject-04,20200903_104953,72
20200903-subject-04,20200903_111701,72
20200903-subject-04,20200903_113110,72
20200903-subject-04,20200903_110121,72
20200903-subject-04,20200903_105022,72
20200903-subject-04,20200903_111938,72
20200903-subject-04,20200903_104522,72
20200903-subject-04,20200903_112310,72
20200903-subject-04,20200903_110214,70
20200903-subject-04,20200903_111545,72
20200903-subject-04,20200903_112137,72
20200903-subject-04,20200903_103749,70
20200903-subject-04,20200903_104115,74
20200903-subject-04,20200903_113424,72
20200903-subject-04,20200903_103904,74
20200903-subject-04,20200903_113804,74
20200903-subject-04,20200903_113012,72
20200903-subject-04,20200903_104322,72
20200903-subject-04,20200903_113512,70
20200903-subject-04,20200903_104428,72
20200903-subject-04,20200903_113610,72
20200903-subject-04,20200903_105638,72
20200903-subject-04,20200903_113159,72
20200903-subject-04,20200903_110245,72
20200903-subject-04,20200903_104720,74
20200903-subject-04,20200903_111727,74
20200903-subject-04,20200903_113307,74
20200903-subject-04,20200903_104839,72
20200903-subject-04,20200903_105828,72
20200903-subject-04,20200903_112009,74
20200903-subject-04,20200903_113734,72
20200903-subject-04,20200903_103828,72
20200903-subject-04,20200903_104921,72
20200903-subject-04,20200903_112940,72
20200903-subject-04,20200903_104457,72
20200903-subject-04,20200903_112503,74
20200903-subject-04,20200903_111858,72
20200903-subject-04,20200903_105752,72
20200903-subject-04,20200903_105930,72
20200903-subject-04,20200903_104746,72
20200903-subject-04,20200903_112240,72
20200903-subject-04,20200903_113702,72
20200903-subject-04,20200903_112215,70
20200903-subject-04,20200903_111608,72
20200903-subject-04,20200903_104228,72
20200903-subject-04,20200903_103554,74
20200903-subject-04,20200903_113928,74
20200903-subject-04,20200903_113829,72
20200903-subject-04,20200903_112540,72
20200903-subject-04,20200903_112347,72
20200903-subject-04,20200903_113400,72
20200903-subject-04,20200903_111755,72
20200903-subject-04,20200903_113335,72
20200903-subject-04,20200903_104157,74
20200903-subject-04,20200903_105609,74
20200903-subject-04,20200903_105205,74
20200903-subject-04,20200903_110044,72
20200903-subject-04,20200903_112428,72
20200903-subject-04,20200903_104814,74
20200903-subject-04,20200903_104655,74
20200903-subject-04,20200903_105306,72
20200903-subject-04,20200903_105903,74
20200903-subject-04,20200903_110315,74
20200903-subject-04,20200903_113538,72
20200903-subject-04,20200903_105525,72
20200903-subject-04,20200903_111828,72
20200903-subject-04,20200903_105057,72
20200903-subject-04,20200903_104621,72
20200903-subject-04,20200903_111513,72
20200903-subject-04,20200903_111633,72
20200903-subject-04,20200903_112724,74
20200903-subject-04,20200903_113634,72
20200903-subject-04,20200903_104010,70
20200903-subject-04,20200903_104039,72
20200903-subject-04,20200903_112103,72
20200903-subject-04,20200903_113236,74
20200903-subject-04,20200903_112757,74
20200903-subject-04,20200903_110342,72
20200903-subject-04,20200903_105341,72
20200908-subject-05,20200908_152716,74
20200908-subject-05,20200908_152012,72
20200908-subject-05,20200908_145009,74
20200908-subject-05,20200908_143905,72
20200908-subject-05,20200908_145720,72
20200908-subject-05,20200908_150439,72
20200908-subject-05,20200908_150326,72
20200908-subject-05,20200908_150008,72
20200908-subject-05,20200908_145254,72
20200908-subject-05,20200908_144706,74
20200908-subject-05,20200908_143353,72
20200908-subject-05,20200908_152748,72
20200908-subject-05,20200908_143301,72
20200908-subject-05,20200908_150042,72
20200908-subject-05,20200908_144342,72
20200908-subject-05,20200908_144505,72
20200908-subject-05,20200908_144315,72
20200908-subject-05,20200908_143647,74
20200908-subject-05,20200908_152643,72
20200908-subject-05,20200908_144001,72
20200908-subject-05,20200908_151519,74
20200908-subject-05,20200908_152303,74
20200908-subject-05,20200908_145844,70
20200908-subject-05,20200908_150735,74
20200908-subject-05,20200908_143617,72
20200908-subject-05,20200908_145353,72
20200908-subject-05,20200908_143931,70
20200908-subject-05,20200908_150147,72
20200908-subject-05,20200908_152416,72
20200908-subject-05,20200908_151139,72
20200908-subject-05,20200908_143535,74
20200908-subject-05,20200908_150545,74
20200908-subject-05,20200908_152110,72
20200908-subject-05,20200908_144607,72
20200908-subject-05,20200908_151441,74
20200908-subject-05,20200908_145650,72
20200908-subject-05,20200908_151058,72
20200908-subject-05,20200908_150810,68
20200908-subject-05,20200908_152221,74
20200908-subject-05,20200908_144538,74
20200908-subject-05,20200908_143752,72
20200908-subject-05,20200908_144832,72
20200908-subject-05,20200908_150121,74
20200908-subject-05,20200908_151943,74
20200908-subject-05,20200908_150859,72
20200908-subject-05,20200908_150616,72
20200908-subject-05,20200908_145539,72
20200908-subject-05,20200908_150300,72
20200908-subject-05,20200908_143714,72
20200908-subject-05,20200908_152606,74
20200908-subject-05,20200908_145216,74
20200908-subject-05,20200908_151833,72
20200908-subject-05,20200908_152451,74
20200908-subject-05,20200908_145818,74
20200908-subject-05,20200908_144740,72
20200908-subject-05,20200908_151218,74
20200908-subject-05,20200908_144439,74
20200908-subject-05,20200908_144908,74
20200908-subject-05,20200908_151645,74
20200908-subject-05,20200908_151328,72
20200908-subject-05,20200908_152133,74
20200908-subject-05,20200908_151024,74
20200908-subject-05,20200908_144212,72
20200908-subject-05,20200908_150929,72
20200908-subject-05,20200908_144409,72
20200908-subject-05,20200908_151757,72
20200908-subject-05,20200908_145117,74
20200908-subject-05,20200908_143432,74
20200908-subject-05,20200908_145320,72
20200908-subject-05,20200908_152338,74
20200908-subject-05,20200908_151257,72
20200908-subject-05,20200908_143508,72
20200908-subject-05,20200908_152822,74
20200908-subject-05,20200908_150406,72
20200908-subject-05,20200908_144239,74
20200908-subject-05,20200908_152037,74
20200908-subject-05,20200908_151905,72
20200908-subject-05,20200908_152530,72
20200908-subject-05,20200908_151724,74
20200908-subject-05,20200908_144138,72
20200908-subject-05,20200908_150640,72
20200908-subject-05,20200908_151405,72
20200908-subject-05,20200908_145748,70
20200908-subject-05,20200908_144638,72
20200908-subject-05,20200908_151604,74
20200908-subject-05,20200908_145912,72
20200908-subject-05,20200908_150219,72
20200908-subject-05,20200908_150706,74
20200908-subject-05,20200908_144102,66
20200908-subject-05,20200908_145505,74
20200908-subject-05,20200908_144034,70
20200908-subject-05,20200908_151001,74
20200908-subject-05,20200908_144943,68
20200908-subject-05,20200908_145938,72
20200908-subject-05,20200908_150509,72
20200918-subject-06,20200918_113336,74
20200918-subject-06,20200918_120239,72
20200918-subject-06,20200918_114548,74
20200918-subject-06,20200918_114814,74
20200918-subject-06,20200918_121001,74
20200918-subject-06,20200918_114258,74
20200918-subject-06,20200918_120215,72
20200918-subject-06,20200918_114433,74
20200918-subject-06,20200918_115450,74
20200918-subject-06,20200918_120651,74
20200918-subject-06,20200918_114717,74
20200918-subject-06,20200918_113713,72
20200918-subject-06,20200918_115517,74
20200918-subject-06,20200918_113759,72
20200918-subject-06,20200918_113852,72
20200918-subject-06,20200918_113049,72
20200918-subject-06,20200918_114502,70
20200918-subject-06,20200918_121101,74
20200918-subject-06,20200918_121314,74
20200918-subject-06,20200918_120934,74
20200918-subject-06,20200918_120016,74
20200918-subject-06,20200918_115139,74
20200918-subject-06,20200918_114619,74
20200918-subject-06,20200918_114030,72
20200918-subject-06,20200918_113137,74
20200918-subject-06,20200918_120905,74
20200918-subject-06,20200918_114140,74
20200918-subject-06,20200918_115923,74
20200918-subject-06,20200918_115340,72
20200918-subject-06,20200918_120106,74
20200918-subject-06,20200918_114346,74
20200918-subject-06,20200918_114929,74
20200918-subject-06,20200918_114409,74
20200918-subject-06,20200918_121035,74
20200918-subject-06,20200918_115312,72
20200918-subject-06,20200918_115111,72
20200918-subject-06,20200918_120449,74
20200918-subject-06,20200918_115219,74
20200918-subject-06,20200918_115412,74
20200918-subject-06,20200918_114905,74
20200918-subject-06,20200918_113441,74
20200918-subject-06,20200918_113645,74
20200918-subject-06,20200918_113405,72
20200918-subject-06,20200918_114527,74
20200918-subject-06,20200918_121252,74
20200918-subject-06,20200918_113621,74
20200918-subject-06,20200918_112947,72
20200918-subject-06,20200918_113555,74
20200918-subject-06,20200918_114958,74
20200918-subject-06,20200918_115727,74
20200918-subject-06,20200918_115755,74
20200918-subject-06,20200918_115701,72
20200918-subject-06,20200918_120310,72
20200918-subject-06,20200918_120744,74
20200918-subject-06,20200918_121153,74
20200918-subject-06,20200918_115248,72
20200918-subject-06,20200918_114840,74
20200918-subject-06,20200918_115025,74
20200918-subject-06,20200918_113236,72
20200918-subject-06,20200918_115826,74
20200918-subject-06,20200918_120600,74
20200918-subject-06,20200918_113112,74
20200918-subject-06,20200918_115607,74
20200918-subject-06,20200918_114747,72
20200918-subject-06,20200918_114234,74
20200918-subject-06,20200918_115540,74
20200918-subject-06,20200918_113510,74
20200918-subject-06,20200918_120154,72
20200918-subject-06,20200918_120513,74
20200918-subject-06,20200918_121225,74
20200918-subject-06,20200918_121129,74
20200918-subject-06,20200918_120425,74
20200918-subject-06,20200918_114208,74
20200918-subject-06,20200918_120812,72
20200918-subject-06,20200918_113738,74
20200918-subject-06,20200918_115855,74
20200918-subject-06,20200918_113014,74
20200918-subject-06,20200918_120538,72
20200918-subject-06,20200918_113208,74
20200918-subject-06,20200918_115634,72
20200918-subject-06,20200918_114117,74
20200918-subject-06,20200918_113532,72
20200918-subject-06,20200918_113824,74
20200918-subject-06,20200918_120131,74
20200918-subject-06,20200918_120039,74
20200918-subject-06,20200918_120334,74
20200918-subject-06,20200918_114647,74
20200918-subject-06,20200918_114001,74
20200918-subject-06,20200918_113936,74
20200918-subject-06,20200918_114325,74
20200918-subject-06,20200918_115946,74
20200918-subject-06,20200918_121404,74
20200918-subject-06,20200918_120623,74
20200918-subject-06,20200918_120357,74
20200918-subject-06,20200918_115049,74
20200928-subject-07,20200928_155026,72
20200928-subject-07,20200928_154739,72
20200928-subject-07,20200928_155648,74
20200928-subject-07,20200928_143425,72
20200928-subject-07,20200928_143328,74
20200928-subject-07,20200928_155144,74
20200928-subject-07,20200928_153925,74
20200928-subject-07,20200928_144049,74
20200928-subject-07,20200928_154707,72
20200928-subject-07,20200928_155503,72
20200928-subject-07,20200928_155330,72
20200928-subject-07,20200928_153732,74
20200928-subject-07,20200928_144906,72
20200928-subject-07,20200928_154520,74
20200928-subject-07,20200928_153800,72
20200928-subject-07,20200928_145235,74
20200928-subject-07,20200928_155050,72
20200928-subject-07,20200928_143806,72
20200928-subject-07,20200928_144651,74
20200928-subject-07,20200928_153831,74
20200928-subject-07,20200928_155840,74
20200928-subject-07,20200928_143915,72
20200928-subject-07,20200928_144931,72
20200928-subject-07,20200928_153856,70
20200928-subject-07,20200928_154305,74
20200928-subject-07,20200928_145826,72
20200928-subject-07,20200928_143727,74
20200928-subject-07,20200928_155554,68
20200928-subject-07,20200928_145800,72
20200928-subject-07,20200928_143500,74
20200928-subject-07,20200928_155937,72
20200928-subject-07,20200928_145308,72
20200928-subject-07,20200928_155402,74
20200928-subject-07,20200928_155709,74
20200928-subject-07,20200928_155913,74
20200928-subject-07,20200928_144326,74
20200928-subject-07,20200928_154054,74
20200928-subject-07,20200928_145010,72
20200928-subject-07,20200928_145548,74
20200928-subject-07,20200928_145204,74
20200928-subject-07,20200928_154423,74
20200928-subject-07,20200928_154357,74
20200928-subject-07,20200928_155814,74
20200928-subject-07,20200928_145724,72
20200928-subject-07,20200928_143249,74
20200928-subject-07,20200928_143703,74
20200928-subject-07,20200928_143606,74
20200928-subject-07,20200928_144808,72
20200928-subject-07,20200928_143944,74
20200928-subject-07,20200928_155005,74
20200928-subject-07,20200928_154331,72
20200928-subject-07,20200928_160005,72
20200928-subject-07,20200928_143358,74
20200928-subject-07,20200928_155239,74
20200928-subject-07,20200928_144300,74
20200928-subject-07,20200928_144714,72
20200928-subject-07,20200928_144355,72
20200928-subject-07,20200928_144741,74
20200928-subject-07,20200928_155616,72
20200928-subject-07,20200928_154023,72
20200928-subject-07,20200928_154458,74
20200928-subject-07,20200928_155300,74
20200928-subject-07,20200928_155735,74
20200928-subject-07,20200928_144133,74
20200928-subject-07,20200928_154232,72
20200928-subject-07,20200928_145424,72
20200928-subject-07,20200928_143531,74
20200928-subject-07,20200928_144839,74
20200928-subject-07,20200928_145040,74
20200928-subject-07,20200928_145654,74
20200928-subject-07,20200928_144157,74
20200928-subject-07,20200928_145626,74
20200928-subject-07,20200928_155434,74
20200928-subject-07,20200928_154827,72
20200928-subject-07,20200928_144110,74
20200928-subject-07,20200928_145455,74
20200928-subject-07,20200928_144226,74
20200928-subject-07,20200928_143854,72
20200928-subject-07,20200928_145333,74
20200928-subject-07,20200928_143831,74
20200928-subject-07,20200928_144625,74
20200928-subject-07,20200928_144020,72
20200928-subject-07,20200928_155212,74
20200928-subject-07,20200928_154805,72
20200928-subject-07,20200928_155118,74
20200928-subject-07,20200928_154547,74
20200928-subject-07,20200928_145358,74
20200928-subject-07,20200928_154125,74
20200928-subject-07,20200928_160054,74
20200928-subject-07,20200928_154850,74
20200928-subject-07,20200928_154943,74
20200928-subject-07,20200928_153953,72
20200928-subject-07,20200928_160031,74
20200928-subject-07,20200928_145523,74
20200928-subject-07,20200928_145855,72
20201002-subject-08,20201002_110854,72
20201002-subject-08,20201002_104945,74
20201002-subject-08,20201002_112232,74
20201002-subject-08,20201002_112627,72
20201002-subject-08,20201002_104620,74
20201002-subject-08,20201002_111616,72
20201002-subject-08,20201002_110715,74
20201002-subject-08,20201002_105343,70
20201002-subject-08,20201002_111451,74
20201002-subject-08,20201002_111923,74
20201002-subject-08,20201002_112501,74
20201002-subject-08,20201002_112718,72
20201002-subject-08,20201002_110425,74
20201002-subject-08,20201002_111422,72
20201002-subject-08,20201002_112404,74
20201002-subject-08,20201002_112816,72
20201002-subject-08,20201002_110940,72
20201002-subject-08,20201002_105313,74
20201002-subject-08,20201002_111949,72
20201002-subject-08,20201002_110832,72
20201002-subject-08,20201002_105035,72
20201002-subject-08,20201002_111059,70
20201002-subject-08,20201002_110805,72
20201002-subject-08,20201002_113203,74
20201002-subject-08,20201002_110253,74
20201002-subject-08,20201002_110741,72
20201002-subject-08,20201002_105442,74
20201002-subject-08,20201002_113100,74
20201002-subject-08,20201002_110614,72
20201002-subject-08,20201002_105203,72
20201002-subject-08,20201002_110040,74
20201002-subject-08,20201002_110017,74
20201002-subject-08,20201002_111126,74
20201002-subject-08,20201002_110545,72
20201002-subject-08,20201002_105708,72
20201002-subject-08,20201002_110319,72
20201002-subject-08,20201002_112300,74
20201002-subject-08,20201002_105245,72
20201002-subject-08,20201002_111829,72
20201002-subject-08,20201002_112530,72
20201002-subject-08,20201002_104827,74
20201002-subject-08,20201002_112114,74
20201002-subject-08,20201002_111241,72
20201002-subject-08,20201002_112335,70
20201002-subject-08,20201002_105135,72
20201002-subject-08,20201002_105409,74
20201002-subject-08,20201002_105831,72
20201002-subject-08,20201002_110201,70
20201002-subject-08,20201002_110134,72
20201002-subject-08,20201002_112743,74
20201002-subject-08,20201002_111710,74
20201002-subject-08,20201002_113031,74
20201002-subject-08,20201002_105225,72
20201002-subject-08,20201002_104719,72
20201002-subject-08,20201002_105622,72
20201002-subject-08,20201002_105534,74
20201002-subject-08,20201002_105855,74
20201002-subject-08,20201002_111900,72
20201002-subject-08,20201002_105012,72
20201002-subject-08,20201002_110354,72
20201002-subject-08,20201002_111336,72
20201002-subject-08,20201002_105951,72
20201002-subject-08,20201002_112017,70
20201002-subject-08,20201002_110518,72
20201002-subject-08,20201002_113129,74
20201002-subject-08,20201002_104859,70
20201002-subject-08,20201002_111215,72
20201002-subject-08,20201002_113227,74
20201002-subject-08,20201002_112927,72
20201002-subject-08,20201002_105921,72
20201002-subject-08,20201002_110227,74
20201002-subject-08,20201002_104758,72
20201002-subject-08,20201002_111520,72
20201002-subject-08,20201002_112841,72
20201002-subject-08,20201002_105731,72
20201002-subject-08,20201002_105558,74
20201002-subject-08,20201002_110642,74
20201002-subject-08,20201002_112651,72
20201002-subject-08,20201002_111735,70
20201002-subject-08,20201002_112045,74
20201002-subject-08,20201002_111401,72
20201002-subject-08,20201002_105058,74
20201002-subject-08,20201002_111005,72
20201002-subject-08,20201002_104648,72
20201002-subject-08,20201002_110453,74
20201002-subject-08,20201002_111801,74
20201002-subject-08,20201002_111029,74
20201002-subject-08,20201002_112558,74
20201002-subject-08,20201002_111644,74
20201002-subject-08,20201002_112141,74
20201002-subject-08,20201002_112902,70
20201002-subject-08,20201002_105644,74
20201002-subject-08,20201002_112207,74
20201002-subject-08,20201002_112433,72
20201002-subject-08,20201002_112956,74
20201015-subject-09,20201015_151008,72
20201015-subject-09,20201015_145442,70
20201015-subject-09,20201015_142724,74
20201015-subject-09,20201015_151450,72
20201015-subject-09,20201015_145212,72
20201015-subject-09,20201015_142940,74
20201015-subject-09,20201015_143113,74
20201015-subject-09,20201015_143338,74
20201015-subject-09,20201015_144902,72
20201015-subject-09,20201015_145709,72
20201015-subject-09,20201015_150239,72
20201015-subject-09,20201015_151221,72
20201015-subject-09,20201015_142844,72
20201015-subject-09,20201015_144623,74
20201015-subject-09,20201015_150904,74
20201015-subject-09,20201015_150938,74
